Index,0,0,
Name,C4-C3,CZ-FZ,
Time,20110131105926,20110131105926,
Highcut,500.000000,500.000000,
Lowcut,30.000000,30.000000,
Period,0.000156,0.000156,
Averages,245,245,
Int (mA),65/63mA,65/63mA,
Pulse Width (µs),300µs,300µs,
Rep Rate (Hz),2.78Hz,2.78Hz,
Data0,0.339410,-0.116691,
Data1,0.307722,-0.107922,
Data2,0.272644,-0.098854,
Data3,0.235176,-0.089586,
Data4,0.195515,-0.080418,
Data5,0.154658,-0.071350,
Data6,0.113203,-0.062780,
Data7,0.071948,-0.054609,
Data8,0.031490,-0.047234,
Data9,-0.006976,-0.040558,
Data10,-0.043448,-0.034778,
Data11,-0.076731,-0.029995,
Data12,-0.106427,-0.026208,
Data13,-0.132137,-0.023518,
Data14,-0.153462,-0.021724,
Data15,-0.170004,-0.021026,
Data16,-0.181763,-0.021226,
Data17,-0.188539,-0.022222,
Data18,-0.190333,-0.024016,
Data19,-0.187742,-0.026407,
Data20,-0.180567,-0.029297,
Data21,-0.169606,-0.032486,
Data22,-0.154857,-0.035974,
Data23,-0.137319,-0.039561,
Data24,-0.117189,-0.043049,
Data25,-0.095465,-0.046338,
Data26,-0.072346,-0.049427,
Data27,-0.048829,-0.052018,
Data28,-0.025311,-0.054310,
Data29,-0.002392,-0.056004,
Data30,0.019133,-0.057100,
Data31,0.039063,-0.057797,
Data32,0.057200,-0.057797,
Data33,0.072944,-0.057399,
Data34,0.085899,-0.056502,
Data35,0.096263,-0.055207,
Data36,0.103836,-0.053612,
Data37,0.108819,-0.051719,
Data38,0.110812,-0.049626,
Data39,0.110413,-0.047533,
Data40,0.107623,-0.045341,
Data41,0.102640,-0.043248,
Data42,0.096063,-0.041355,
Data43,0.087892,-0.039561,
Data44,0.078525,-0.038166,
Data45,0.068360,-0.037070,
Data46,0.057598,-0.036273,
Data47,0.046637,-0.035874,
Data48,0.035476,-0.035874,
Data49,0.024514,-0.036173,
Data50,0.014150,-0.036871,
Data51,0.003986,-0.037768,
Data52,-0.005780,-0.038864,
Data53,-0.016143,-0.039262,
Data54,-0.026308,-0.039761,
Data55,-0.035476,-0.041156,
Data56,-0.043248,-0.043348,
Data57,-0.050025,-0.045839,
Data58,-0.055406,-0.048331,
Data59,-0.060388,-0.050722,
Data60,-0.064574,-0.053014,
Data61,-0.068560,-0.055107,
Data62,-0.072346,-0.057000,
Data63,-0.075934,-0.058894,
Data64,-0.079322,-0.060787,
Data65,-0.082710,-0.062581,
Data66,-0.085899,-0.064275,
Data67,-0.088888,-0.066068,
Data68,-0.091878,-0.067763,
Data69,-0.094668,-0.069457,
Data70,-0.097060,-0.071051,
Data71,-0.099451,-0.072645,
Data72,-0.101644,-0.074140,
Data73,-0.103637,-0.075535,
Data74,-0.105231,-0.076731,
Data75,-0.106826,-0.077728,
Data76,-0.108021,-0.078624,
Data77,-0.108819,-0.079322,
Data78,-0.109417,-0.079820,
Data79,-0.109815,-0.080020,
Data80,-0.109815,-0.080020,
Data81,-0.109417,-0.079820,
Data82,-0.108819,-0.079322,
Data83,-0.107822,-0.078624,
Data84,-0.106427,-0.077728,
Data85,-0.104833,-0.076532,
Data86,-0.102840,-0.075137,
Data87,-0.100448,-0.073443,
Data88,-0.097857,-0.071649,
Data89,-0.095067,-0.069656,
Data90,-0.091878,-0.067563,
Data91,-0.088490,-0.065371,
Data92,-0.084902,-0.062979,
Data93,-0.081116,-0.060588,
Data94,-0.077130,-0.058196,
Data95,-0.073144,-0.055804,
Data96,-0.069158,-0.053413,
Data97,-0.065172,-0.051121,
Data98,-0.061186,-0.048829,
Data99,-0.057200,-0.046736,
Data100,-0.053413,-0.044743,
Data101,-0.049626,-0.042949,
Data102,-0.046039,-0.041255,
Data103,-0.042651,-0.039860,
Data104,-0.039462,-0.038565,
Data105,-0.036472,-0.037568,
Data106,-0.033682,-0.036771,
Data107,-0.031091,-0.036173,
Data108,-0.028899,-0.035874,
Data109,-0.026706,-0.035675,
Data110,-0.024713,-0.035775,
Data111,-0.022920,-0.035974,
Data112,-0.021126,-0.036472,
Data113,-0.019731,-0.037170,
Data114,-0.018336,-0.037967,
Data115,-0.016941,-0.038963,
