Index,0,0,
Name,C4-C3,CZ-FZ,
Time,20110131105926,20110131105926,
Highcut,500.000000,500.000000,
Lowcut,30.000000,30.000000,
Period,0.000156,0.000156,
Averages,295,295,
Int (mA),65/63mA,65/63mA,
Pulse Width (µs),300µs,300µs,
Rep Rate (Hz),2.78Hz,2.78Hz,
Data0,0.392446,0.048087,
Data1,0.354999,0.050643,
Data2,0.314418,0.053613,
Data3,0.271528,0.056830,
Data4,0.226658,0.060211,
Data5,0.180964,0.063593,
Data6,0.135104,0.066892,
Data7,0.089575,0.069944,
Data8,0.045530,0.072748,
Data9,0.003629,0.075058,
Data10,-0.035302,0.076790,
Data11,-0.070934,0.077945,
Data12,-0.102442,0.078522,
Data13,-0.129495,0.078275,
Data14,-0.151765,0.077450,
Data15,-0.168757,0.075800,
Data16,-0.180469,0.073573,
Data17,-0.187067,0.070604,
Data18,-0.188387,0.067140,
Data19,-0.184758,0.063181,
Data20,-0.176510,0.058727,
Data21,-0.164138,0.054025,
Data22,-0.147971,0.049076,
Data23,-0.128671,0.043962,
Data24,-0.107061,0.038931,
Data25,-0.083471,0.033900,
Data26,-0.058727,0.029033,
Data27,-0.033652,0.024497,
Data28,-0.008578,0.020208,
Data29,0.015671,0.016249,
Data30,0.038766,0.012702,
Data31,0.060046,0.009568,
Data32,0.079347,0.006763,
Data33,0.096008,0.004454,
Data34,0.110030,0.002474,
Data35,0.121247,0.000825,
Data36,0.129495,-0.000412,
Data37,0.134774,-0.001485,
Data38,0.137414,-0.002392,
Data39,0.137414,-0.003217,
Data40,0.134774,-0.003877,
Data41,0.130155,-0.004619,
Data42,0.123722,-0.005361,
Data43,0.115639,-0.006269,
Data44,0.106401,-0.007258,
Data45,0.096338,-0.008413,
Data46,0.085615,-0.009733,
Data47,0.074563,-0.011300,
Data48,0.063511,-0.013115,
Data49,0.052623,-0.015094,
Data50,0.041900,-0.017321,
Data51,0.031838,-0.019713,
Data52,0.021775,-0.022105,
Data53,0.011217,-0.023672,
Data54,0.000990,-0.025239,
Data55,-0.008083,-0.027714,
Data56,-0.016001,-0.030848,
Data57,-0.022765,-0.034312,
Data58,-0.028374,-0.037694,
Data59,-0.033322,-0.040911,
Data60,-0.037611,-0.043962,
Data61,-0.041571,-0.046849,
Data62,-0.045200,-0.049736,
Data63,-0.048829,-0.052458,
Data64,-0.052293,-0.055262,
Data65,-0.055427,-0.058067,
Data66,-0.058562,-0.060871,
Data67,-0.061531,-0.063840,
Data68,-0.064335,-0.066810,
Data69,-0.066975,-0.069944,
Data70,-0.069284,-0.073078,
Data71,-0.071594,-0.076378,
Data72,-0.073573,-0.079677,
Data73,-0.075553,-0.083059,
Data74,-0.077202,-0.086358,
Data75,-0.078522,-0.089740,
Data76,-0.079842,-0.093121,
Data77,-0.080832,-0.096421,
Data78,-0.081656,-0.099637,
Data79,-0.082316,-0.102854,
Data80,-0.082646,-0.105906,
Data81,-0.082646,-0.108875,
Data82,-0.082481,-0.111680,
Data83,-0.081986,-0.114401,
Data84,-0.081162,-0.116876,
Data85,-0.080007,-0.119268,
Data86,-0.078687,-0.121412,
Data87,-0.077037,-0.123392,
Data88,-0.075223,-0.125206,
Data89,-0.072913,-0.126856,
Data90,-0.070604,-0.128341,
Data91,-0.067965,-0.129660,
Data92,-0.064995,-0.130815,
Data93,-0.062026,-0.131887,
Data94,-0.058727,-0.132795,
Data95,-0.055427,-0.133620,
Data96,-0.051963,-0.134444,
Data97,-0.048499,-0.135187,
Data98,-0.045035,-0.135847,
Data99,-0.041571,-0.136589,
Data100,-0.038106,-0.137331,
Data101,-0.034642,-0.138074,
Data102,-0.031343,-0.138816,
Data103,-0.028209,-0.139641,
Data104,-0.025074,-0.140548,
Data105,-0.022270,-0.141538,
Data106,-0.019631,-0.142692,
Data107,-0.017156,-0.143847,
Data108,-0.014847,-0.145167,
Data109,-0.012702,-0.146569,
Data110,-0.010888,-0.148136,
Data111,-0.009238,-0.149786,
Data112,-0.007753,-0.151600,
Data113,-0.006598,-0.153580,
Data114,-0.005444,-0.155642,
Data115,-0.004619,-0.157787,
Data116,-0.003959,-0.160096,
Data117,-0.003299,-0.162488,
