Index,0,0,
Name,C4-C3,CZ-FZ,
Time,20110131104603,20110131104603,
Highcut,500.000000,500.000000,
Lowcut,30.000000,30.000000,
Period,0.000156,0.000156,
Averages,180,180,
Int (mA),65/63mA,65/63mA,
Pulse Width (µs),300µs,300µs,
Rep Rate (Hz),3.11Hz,3.11Hz,
Data0,-0.063127,-0.047885,
Data1,-0.089025,-0.038443,
Data2,-0.117216,-0.028731,
Data3,-0.147296,-0.019289,
Data4,-0.178455,-0.010116,
Data5,-0.210288,-0.001349,
Data6,-0.241986,0.006609,
Data7,-0.272740,0.013758,
Data8,-0.302145,0.019963,
Data9,-0.329258,0.025089,
Data10,-0.353807,0.029135,
Data11,-0.374849,0.031833,
Data12,-0.392250,0.033317,
Data13,-0.405468,0.033587,
Data14,-0.414236,0.032643,
Data15,-0.418283,0.030484,
Data16,-0.417608,0.027382,
Data17,-0.412213,0.023335,
Data18,-0.402231,0.018479,
Data19,-0.387798,0.013084,
Data20,-0.369184,0.007284,
Data21,-0.347063,0.001214,
Data22,-0.321569,-0.004856,
Data23,-0.293378,-0.010791,
Data24,-0.263028,-0.016456,
Data25,-0.231195,-0.021582,
Data26,-0.198148,-0.026168,
Data27,-0.164831,-0.029945,
Data28,-0.131514,-0.032912,
Data29,-0.098872,-0.034936,
Data30,-0.067443,-0.036015,
Data31,-0.037364,-0.036015,
Data32,-0.009307,-0.035070,
Data33,0.016591,-0.033182,
Data34,0.040196,-0.030349,
Data35,0.061373,-0.026708,
Data36,0.079988,-0.022391,
Data37,0.096039,-0.017400,
Data38,0.109663,-0.011870,
Data39,0.120993,-0.005935,
Data40,0.130165,0.000000,
Data41,0.137314,0.006340,
Data42,0.142710,0.012544,
Data43,0.146621,0.018614,
Data44,0.149319,0.024549,
Data45,0.151073,0.029945,
Data46,0.152017,0.035070,
Data47,0.152287,0.039657,
Data48,0.152422,0.043568,
Data49,0.152152,0.046940,
Data50,0.151882,0.049503,
Data51,0.151612,0.051527,
Data52,0.150938,0.053010,
Data53,0.149184,0.054764,
Data54,0.147161,0.055843,
Data55,0.145812,0.055573,
Data56,0.145273,0.053955,
Data57,0.145408,0.051392,
Data58,0.146082,0.048289,
Data59,0.147026,0.044917,
Data60,0.147970,0.041005,
Data61,0.148780,0.036824,
Data62,0.149589,0.032238,
Data63,0.150263,0.027382,
Data64,0.150668,0.022121,
Data65,0.151208,0.016591,
Data66,0.151477,0.010656,
Data67,0.152017,0.004586,
Data68,0.152422,-0.001484,
Data69,0.152961,-0.007823,
Data70,0.153636,-0.014298,
Data71,0.154445,-0.020638,
Data72,0.155389,-0.026977,
Data73,0.156468,-0.033182,
Data74,0.157682,-0.039252,
Data75,0.159031,-0.045052,
Data76,0.160380,-0.050582,
Data77,0.161999,-0.055843,
Data78,0.163617,-0.060699,
Data79,0.165236,-0.065150,
Data80,0.166989,-0.069332,
Data81,0.168878,-0.073108,
Data82,0.170631,-0.076481,
Data83,0.172385,-0.079448,
Data84,0.174138,-0.082146,
Data85,0.175892,-0.084574,
Data86,0.177645,-0.086597,
Data87,0.179264,-0.088485,
Data88,0.180748,-0.090239,
Data89,0.182232,-0.091723,
Data90,0.183580,-0.093206,
Data91,0.184929,-0.094690,
Data92,0.186008,-0.096174,
Data93,0.186953,-0.097658,
Data94,0.187762,-0.099141,
Data95,0.188436,-0.100895,
Data96,0.188976,-0.102783,
Data97,0.189380,-0.104807,
Data98,0.189515,-0.107100,
Data99,0.189515,-0.109663,
Data100,0.189380,-0.112360,
Data101,0.189111,-0.115193,
Data102,0.188706,-0.118430,
Data103,0.188167,-0.121802,
Data104,0.187357,-0.125309,
Data105,0.186548,-0.128951,
Data106,0.185469,-0.132728,
Data107,0.184390,-0.136505,
Data108,0.183176,-0.140417,
Data109,0.181827,-0.144194,
Data110,0.180343,-0.147970,
Data111,0.178859,-0.151612,
Data112,0.177241,-0.155119,
Data113,0.175487,-0.158491,
Data114,0.173599,-0.161459,
Data115,0.171710,-0.164292,
Data116,0.169822,-0.166720,
Data117,0.167799,-0.168878,
Data118,0.165640,-0.170631,
Data119,0.163482,-0.171980,
Data120,0.161189,-0.172924,
Data121,0.158761,-0.173464,
