Index,0,0,
Name,C4-C3,CZ-FZ,
Time,20110131104740,20110131104740,
Highcut,500.000000,500.000000,
Lowcut,30.000000,30.000000,
Period,0.000156,0.000156,
Averages,255,255,
Int (mA),65/63mA,65/63mA,
Pulse Width (µs),300µs,300µs,
Rep Rate (Hz),3.11Hz,3.11Hz,
Data0,0.104743,-0.026521,
Data1,0.066446,-0.012255,
Data2,0.025851,0.002011,
Data3,-0.015702,0.016372,
Data4,-0.058212,0.030350,
Data5,-0.100722,0.043850,
Data6,-0.142465,0.056584,
Data7,-0.182486,0.068456,
Data8,-0.220209,0.079371,
Data9,-0.254868,0.089041,
Data10,-0.285888,0.097562,
Data11,-0.312888,0.104743,
Data12,-0.335292,0.110583,
Data13,-0.352525,0.115083,
Data14,-0.364780,0.118338,
Data15,-0.371674,0.120445,
Data16,-0.373014,0.121402,
Data17,-0.369376,0.121402,
Data18,-0.360759,0.120540,
Data19,-0.347355,0.119104,
Data20,-0.329738,0.117189,
Data21,-0.308292,0.114891,
Data22,-0.283590,0.112498,
Data23,-0.256399,0.110200,
Data24,-0.227294,0.108094,
Data25,-0.196656,0.106275,
Data26,-0.165444,0.104934,
Data27,-0.134232,0.104168,
Data28,-0.103402,0.104073,
Data29,-0.073722,0.104647,
Data30,-0.045382,0.105987,
Data31,-0.019149,0.107998,
Data32,0.004787,0.110583,
Data33,0.026425,0.113838,
Data34,0.045574,0.117668,
Data35,0.061850,0.121881,
Data36,0.075445,0.126476,
Data37,0.086552,0.131168,
Data38,0.094977,0.136051,
Data39,0.101104,0.140838,
Data40,0.105317,0.145529,
Data41,0.107424,0.149838,
Data42,0.108189,0.153859,
Data43,0.107615,0.157401,
Data44,0.106083,0.160465,
Data45,0.103785,0.162859,
Data46,0.101104,0.164678,
Data47,0.098232,0.165922,
Data48,0.095168,0.166497,
Data49,0.092296,0.166497,
Data50,0.089424,0.165922,
Data51,0.087126,0.164869,
Data52,0.083871,0.164008,
Data53,0.080233,0.163337,
Data54,0.077169,0.161901,
Data55,0.074871,0.159508,
Data56,0.073722,0.156444,
Data57,0.073148,0.153189,
Data58,0.072956,0.150029,
Data59,0.073148,0.146965,
Data60,0.073339,0.144189,
Data61,0.073531,0.141604,
Data62,0.073339,0.139210,
Data63,0.073148,0.137008,
Data64,0.072573,0.134902,
Data65,0.071999,0.132891,
Data66,0.071233,0.131072,
Data67,0.070467,0.129253,
Data68,0.069509,0.127530,
Data69,0.068360,0.125806,
Data70,0.067212,0.124083,
Data71,0.066063,0.122359,
Data72,0.064722,0.120636,
Data73,0.063382,0.118817,
Data74,0.062041,0.116806,
Data75,0.060510,0.114700,
Data76,0.058786,0.112402,
Data77,0.057063,0.109913,
Data78,0.055148,0.107136,
Data79,0.053233,0.104073,
Data80,0.050935,0.100817,
Data81,0.048829,0.097275,
Data82,0.046340,0.093445,
Data83,0.043850,0.089328,
Data84,0.041169,0.084924,
Data85,0.038489,0.080328,
Data86,0.035616,0.075541,
Data87,0.032553,0.070563,
Data88,0.029489,0.065488,
Data89,0.026234,0.060318,
Data90,0.022978,0.055148,
Data91,0.019723,0.050074,
Data92,0.016276,0.045095,
Data93,0.012830,0.040212,
Data94,0.009383,0.035521,
Data95,0.005936,0.031021,
Data96,0.002489,0.026904,
Data97,-0.000766,0.023074,
Data98,-0.004213,0.019532,
Data99,-0.007659,0.016372,
Data100,-0.010915,0.013595,
Data101,-0.014170,0.011202,
Data102,-0.017425,0.009191,
Data103,-0.020489,0.007564,
Data104,-0.023553,0.006319,
Data105,-0.026425,0.005266,
Data106,-0.029297,0.004500,
Data107,-0.031978,0.003925,
Data108,-0.034467,0.003638,
Data109,-0.036957,0.003351,
Data110,-0.039255,0.003255,
Data111,-0.041552,0.003160,
Data112,-0.043659,0.002968,
Data113,-0.045765,0.002681,
Data114,-0.047680,0.002394,
Data115,-0.049403,0.001915,
Data116,-0.051127,0.001245,
Data117,-0.052659,0.000383,
Data118,-0.053999,-0.000670,
Data119,-0.055339,-0.001915,
Data120,-0.056680,-0.003447,
Data121,-0.057637,-0.005170,
Data122,-0.058595,-0.007181,
Data123,-0.059361,-0.009287,
Data124,-0.060127,-0.011489,
