Index,0,0,
Name,C4-C3,CZ-FZ,
Time,20110131104603,20110131104603,
Highcut,500.000000,500.000000,
Lowcut,30.000000,30.000000,
Period,0.000156,0.000156,
Averages,229,229,
Int (mA),65/63mA,65/63mA,
Pulse Width (µs),300µs,300µs,
Rep Rate (Hz),3.11Hz,3.11Hz,
Data0,-0.051801,-0.008067,
Data1,-0.078338,-0.000106,
Data2,-0.107211,0.007643,
Data3,-0.138207,0.015286,
Data4,-0.170264,0.022610,
Data5,-0.202958,0.029297,
Data6,-0.235440,0.035136,
Data7,-0.267285,0.040125,
Data8,-0.297856,0.044158,
Data9,-0.326092,0.046918,
Data10,-0.351780,0.048510,
Data11,-0.374284,0.048829,
Data12,-0.392966,0.047874,
Data13,-0.407615,0.045538,
Data14,-0.418018,0.042141,
Data15,-0.423750,0.037471,
Data16,-0.424811,0.031739,
Data17,-0.421202,0.025157,
Data18,-0.413135,0.017727,
Data19,-0.400609,0.009766,
Data20,-0.384262,0.001274,
Data21,-0.364306,-0.007218,
Data22,-0.341165,-0.015922,
Data23,-0.315265,-0.024521,
Data24,-0.287453,-0.032906,
Data25,-0.258156,-0.040655,
Data26,-0.227797,-0.047980,
Data27,-0.197014,-0.054455,
Data28,-0.166443,-0.060081,
Data29,-0.136509,-0.064857,
Data30,-0.107848,-0.068679,
Data31,-0.080674,-0.071545,
Data32,-0.055198,-0.073349,
Data33,-0.032057,-0.074199,
Data34,-0.011040,-0.074199,
Data35,0.007218,-0.073243,
Data36,0.023141,-0.071545,
Data37,0.036728,-0.069210,
Data38,0.047767,-0.066237,
Data39,0.056684,-0.062841,
Data40,0.063690,-0.059019,
Data41,0.068573,-0.054986,
Data42,0.071970,-0.050846,
Data43,0.073880,-0.046600,
Data44,0.074729,-0.042460,
Data45,0.074729,-0.038532,
Data46,0.074093,-0.034817,
Data47,0.072819,-0.031420,
Data48,0.071545,-0.028342,
Data49,0.070059,-0.025688,
Data50,0.068573,-0.023353,
Data51,0.067299,-0.021548,
Data52,0.065813,-0.019956,
Data53,0.063053,-0.017939,
Data54,0.060293,-0.016241,
Data55,0.058382,-0.015816,
Data56,0.057321,-0.016453,
Data57,0.056896,-0.017833,
Data58,0.057321,-0.019532,
Data59,0.057958,-0.021442,
Data60,0.058595,-0.023565,
Data61,0.059444,-0.026007,
Data62,0.060081,-0.028660,
Data63,0.060930,-0.031526,
Data64,0.061567,-0.034817,
Data65,0.062204,-0.038214,
Data66,0.062841,-0.041929,
Data67,0.063690,-0.045857,
Data68,0.064751,-0.049997,
Data69,0.066025,-0.054136,
Data70,0.067299,-0.058488,
Data71,0.068997,-0.062841,
Data72,0.070696,-0.067087,
Data73,0.072819,-0.071226,
Data74,0.074942,-0.075154,
Data75,0.077277,-0.078975,
Data76,0.079825,-0.082478,
Data77,0.082584,-0.085769,
Data78,0.085557,-0.088635,
Data79,0.088529,-0.091076,
Data80,0.091713,-0.093199,
Data81,0.095110,-0.094898,
Data82,0.098295,-0.096172,
Data83,0.101691,-0.097127,
Data84,0.105088,-0.097552,
Data85,0.108485,-0.097658,
Data86,0.112094,-0.097445,
Data87,0.115491,-0.096809,
Data88,0.118888,-0.096065,
Data89,0.122072,-0.095004,
Data90,0.125469,-0.093836,
Data91,0.128653,-0.092563,
Data92,0.131838,-0.091183,
Data93,0.134810,-0.089803,
Data94,0.137782,-0.088529,
Data95,0.140542,-0.087361,
Data96,0.143302,-0.086300,
Data97,0.145850,-0.085344,
Data98,0.148185,-0.084707,
Data99,0.150520,-0.084177,
Data100,0.152643,-0.083964,
Data101,0.154554,-0.083964,
Data102,0.156252,-0.084283,
Data103,0.157951,-0.084814,
Data104,0.159437,-0.085557,
Data105,0.160498,-0.086512,
Data106,0.161560,-0.087786,
Data107,0.162409,-0.089060,
Data108,0.163046,-0.090546,
Data109,0.163471,-0.092032,
Data110,0.163683,-0.093624,
Data111,0.163683,-0.095216,
Data112,0.163471,-0.096702,
Data113,0.163046,-0.098188,
Data114,0.162409,-0.099462,
Data115,0.161560,-0.100630,
Data116,0.160498,-0.101585,
Data117,0.159225,-0.102328,
Data118,0.157738,-0.102859,
Data119,0.156040,-0.103178,
